sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/,3,170,97,227,54.26478293208836,0.0,0.15019525382997898,8.144621210698908,55528.333333333336
/css/anylinkmenu.css,1,11,11,11,0.0,0.0,90.9090909090909,178.5333806818182,2011.0
/js/anylinkmenu.js,1,7,7,7,0.0,0.0,142.85714285714286,1828.9620535714284,13110.0
/language_tmp/en.js,1,5,5,5,0.0,0.0,200.0,945.1171875,4839.0
/js/common.js,1,97,97,97,0.0,0.0,10.309278350515465,471.6092139175258,46844.0
/js/AC_ActiveX.js,1,14,14,14,0.0,0.0,71.42857142857143,178.01339285714286,2552.0
/js/AC_RunActiveContent.js,1,2,2,2,0.0,0.0,500.0,1846.19140625,3781.0
/images//world_map.gif,1,8,8,8,0.0,0.0,125.0,146.240234375,1198.0
/js/jquery.js,2,6,6,7,0.5,0.0,0.16148566814695198,9.031842955187727,57272.0
/ga.js,6,34,5,114,41.05145822284785,0.0,0.30875315185509183,7.46495169299645,24758.0
/js/jquery.flash.js,1,3,3,3,0.0,0.0,333.3333333333333,2866.2109375,8805.0
/__utm.gif,7,5,4,7,1.0690449676496974,0.0,0.3605088324663954,0.012322079234691249,35.0
/js/JavaScriptFlashGateway.js,1,3,3,3,0.0,0.0,333.3333333333333,4365.885416666667,13412.0
/js/login.js,1,2,2,2,0.0,0.0,500.0,777.83203125,1593.0
/images/spacer.gif,1,3,3,3,0.0,0.0,333.3333333333333,13.997395833333334,43.0
/images/icon-abtus.gif,1,5,5,5,0.0,0.0,200.0,118.1640625,605.0
/images/PL-bbb-logo.gif,1,3,3,3,0.0,0.0,333.3333333333333,909.1796875,2793.0
/quant.js,3,59,9,100,37.86232369461172,0.0,0.1562255897516013,0.8032497363693173,5265.0
/pixel;r=553840584;fpan=0;fpa=P0-1257783427-1297829320354;ns=0;url=http%3A%2F%2Fwww.dev.stagesurveys.com%2F;ref=;ce=1;je=0;sr=1364x768x16;enc=n;ogl=;dst=1;et=1297832572604;tzo=480;a=p-833T_QPdA5xtA,1,89,89,89,0.0,0.0,11.235955056179774,0.0,0.0
/bootstrap/7aef8cd3bbb8833043cfd92aa8c6f1db/bootstrap.js,1,390,390,390,0.0,0.0,2.5641025641025643,3.7510016025641026,1498.0
/flash/CB_Cookie.swf,1,3209,3209,3209,0.0,0.0,0.3116235587410408,0.7349325140230601,2415.0
/fp.gif,3,35,6,94,41.48359782961079,0.0,0.19409937888198756,0.008150657511645964,43.0
/flash/JavaScriptFlashGateway.swf,1,3,3,3,0.0,0.0,333.3333333333333,579.7526041666666,1781.0
/index.php,2,2783,94,5473,2689.5,0.0,0.1320829480914014,8.890059519878484,68922.0
/dashboard.php,1,2583,2583,2583,0.0,0.0,0.38714672861014326,39.42053510936895,104267.0
HTTP Request,1,83,83,83,0.0,0.0,12.048192771084338,1.8354668674698795,156.0
/css/dashboardV2.css,1,8,8,8,0.0,0.0,125.0,483.88671875,3964.0
/js/dashboard.js,1,3,3,3,0.0,0.0,333.3333333333333,6260.7421875,19233.0
/images/load.gif,1,3,3,3,0.0,0.0,333.3333333333333,2681.640625,8238.0
/images/loading.gif,1,3,3,3,0.0,0.0,333.3333333333333,250.65104166666666,770.0
/ajaxRewardBoxV2.php,1,144,144,144,0.0,0.0,6.944444444444444,10.728624131944445,1582.0
/pixel;r=1479753283;fpan=0;fpa=P0-1257783427-1297829320354;ns=0;url=http%3A%2F%2Fwww.dev.stagesurveys.com%2Fdashboard.php;ref=http%3A%2F%2Fwww.dev.stagesurveys.com%2F;ce=1;je=0;sr=1364x768x16;enc=n;ogl=;dst=1;et=1297832588182;tzo=480;a=p-833T_QPdA5xtA,1,9,9,9,0.0,0.0,111.1111111111111,0.0,0.0
/js/jscrollerV2.js,2,3,3,3,0.0,0.0,285.7142857142857,1086.4955357142858,3894.0
/ajaxProfilesBoxV2.php,1,3707,3707,3707,0.0,0.0,0.2697599136768276,2.725260065416779,10345.0
/getDashboard.php,1,2750,2750,2750,0.0,0.0,0.3636363636363636,8.176846590909092,23026.0
/ajaxChkAccComplete.php,1,128,128,128,0.0,0.0,7.8125,0.06103515625,8.0
/pixel;r=1671115319;fpan=0;fpa=P0-1257783427-1297829320354;ns=0;url=http%3A%2F%2Fwww.dev.stagesurveys.com%2Findex.php%3Fmode%3Dlogout;ref=;ce=1;je=0;sr=1364x768x16;enc=n;ogl=;dst=1;et=1297832594026;tzo=480;a=p-833T_QPdA5xtA,1,8,8,8,0.0,0.0,125.0,0.0,0.0
TOTAL,57,349,2,5473,1039.8764220918417,0.0,2.8494301139772045,42.48891432650969,15269.245614035088
