sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/,265,338,77,4894,393.9125361877879,0.0,0.5145341330294022,6.29249116008516,12523.0
/css/anylinkmenu.css,265,68,3,4186,281.1860818329911,0.0,0.5104841894377932,1.002523149374416,2011.0
/js/anylinkmenu.js,265,63,3,1921,152.94136324408004,0.0,0.4714430069880307,6.035759591419025,13110.0
/language_tmp/en.js,523,279,3,30433,2270.753125381097,0.0,0.8990239659505417,4.324796929953485,4926.0
/js/common.js,264,135,6,6941,474.26968571804457,0.0,0.45765162310308605,20.93577405531344,46844.0
/js/AC_ActiveX.js,264,136,2,18154,1123.1820697297974,0.0,0.42737810011008226,1.0651063588680956,2552.0
/js/AC_RunActiveContent.js,263,68,2,1331,154.27870234723605,0.0,0.5202903338760443,1.9211110863137923,3781.0
/js/facebook.js,263,59,3,1192,133.11983679473607,0.0,0.5190745079153928,2.7976291105322786,5519.0
/css/facebook.css,263,54,2,1058,97.61120798683072,0.0,0.5190161191013719,2.0071326480873366,3960.0
/js/jquery.js,777,107,6,6795,369.3230571776342,0.0,1.3636004668181778,76.2657479839948,57272.0
/js/jquery.flash.js,526,64,2,1302,133.68760240931292,0.0,1.0314635605102411,8.869176416301439,8805.0
/js/JavaScriptFlashGateway.js,526,60,3,1162,135.6566397094743,0.0,1.0293884532362134,13.482576108207121,13412.0
/js/login.js,526,70,2,1947,161.79491530854602,0.0,1.025601029500653,1.5954906640571684,1593.0
/images//world_map.gif,263,73,2,1133,175.48968760539762,0.0,0.5170264882695929,0.6048805985810277,1198.0
/js/250/addthis_widget.js,263,43,3,1290,132.30370640392655,0.0,0.5160221948405629,29.269141719462475,58082.0
/static/r07/widget52.css,263,23,2,124,31.95853025002455,0.0,0.516040419896007,18.735190127415873,37177.0
/ga.js,263,78,4,9878,611.8928461591859,0.0,0.5041472339952423,12.66374526643127,25722.0
/__utm.gif,1249,114,3,30121,1169.35683123152,0.0,2.058813833119045,0.07036961343668612,35.0
/js/api_lib/v0.4/FeatureLoader.js.php/en_US,262,114,2,13368,841.3828933703255,0.0,0.49708390093231686,8.957704320218793,18453.0
/connect.php/en_US/js/Api/CanvasUtil/Connect/XFBML,522,63,5,1147,138.0369001054621,0.0,1.0290337333816966,212.4602938918864,211421.0
/connect.php/en_US/css/bookmark-button-css/connect-button-css/share-button-css/FB.Connect-css/connect-css,261,28,1,1045,70.81724771307977,0.0,0.5166700319503997,7.198061206840236,14266.0
/static/r07/widget28.png,261,47,3,1363,152.29706767794224,0.0,0.5166567360359166,23.23996671733433,46061.0
/images/connect_sprite.png,261,27,1,852,60.15453301718436,0.0,0.5166444634914477,0.9666902266109509,1916.0
/static/r07/sh32.html,261,23,2,252,34.721612519419075,0.0,0.5166362821190401,8.976050874199066,17791.0
/extern/login_status.php,501,146,13,1770,236.4936355600289,0.0,0.9854038287167525,1.0547476586824698,1096.059880239521
/live/t00/250lo.gif,501,50,1,1146,119.2002207828941,0.0,0.9857663989422194,0.04139448745558148,43.0
/connect.php/en_US,261,44,2,1890,145.3252633146917,0.0,0.5165146147909204,9.30785565111021,18453.0
/xd_receiver.htm,501,61,3,1280,119.45473777442011,0.0,0.9874800927166937,0.28640780032896296,297.0
/index.php,501,5245,87,16364,5059.400016715944,0.0,0.9645485104367614,81.1812987809339,86185.0379241517
/dashboard.php,502,9588,275,14728,2323.948617479245,0.0,0.9568502472180818,143.24043063383704,153292.74501992032
/css/dashboardV2.css,255,306,2,21210,1925.0092819580793,0.0,0.42250790752544576,1.635567720147331,3964.0
/js/dashboard.js,249,176,3,31059,1962.2485345310295,0.0,0.45092521160887944,8.469379487181229,19233.0
/images/spacer.gif,249,70,2,5296,351.1851074029455,0.0,0.4315013300292,0.018119684757085548,43.0
/images/loading.gif,249,145,2,23132,1463.5881352489357,0.0,0.4091000947994999,0.3076240947222802,770.0
/images/load.gif,248,82,3,5093,342.2719509169504,0.0,0.48165440519565267,3.8748720605486193,8238.0
